,ISO_3166-1_alpha-2,ISO_3166-1_alpha-3,_name,_type,administrative,aerodrome,allotments,archaeological_site,arts_centre,artwork,attraction,bakery,bar,bay,beach,building,bus_stop,cafe,canal,car_rental,chalet,city,city_district,clothes,commercial,community_centre,continent,convenience,country,country_code,county,county_code,cycleway,department_store,doctors,dry_cleaning,farm,farmyard,fast_food,ferry_terminal,florist,footway,fuel,garden,grave_yard,guest_house,hamlet,hardware,hostel,hotel,house,house_number,industrial,information,island,islet,lat,lng,local_administrative_area,locality,marina,memorial,mountain_pass,neighbourhood,path,peak,pedestrian,picnic_site,place_of_worship,political_union,postcode,pub,raceway,railway,recreation_ground,region,residential,restaurant,retail,river,road,road_type,sports_centre,stadium,state,state_code,state_district,station,stream,suburb,subway_entrance,supermarket,taxi,town,toys,travel_agency,university,unknown,viewpoint,village,water
385,AU,AUS,Kentucky,neighbourhood,,,,,,,,,,,,,,,,,,,,,,,Oceania,,Australia,au,Uralla Shire Council,,,,,,,,,,,,,,,,,,,,,,,,,,-30.7589126,151.4509437,,,,,,,,,,,,,2354,,,,,,,,,,,,,,New South Wales,NSW,,,,Kentucky,,,,,,,,,,,
386,AR,ARG,Kentucky,neighbourhood,,,,,,,,,,,,,,,,,,,Zona 10,,,,South America,,Argentina,ar,Municipio de Funes,,,,,,,,,,,,,,,,,,,,,,,,,,-32.9433852,-60.8279882,,,,,,,,,,,,,S2132,,,,,,,,,,,,,,Santa Fe,S,Departamento Rosario,,,Kentucky,,,,Funes,,,,,,,
387,CA,CAN,Kentucky,neighbourhood,,,,,,,,,,,,,,,,,,Surrey,,,,,North America,,Canada,ca,Metro Vancouver Regional District,,,,,,,,,,,,,,,,,,,,,,,,,,49.1198625,-122.748272,,,,,,,,,,,,,,,,,,,Kentucky,,,,,,,,British Columbia,BC,,,,Surrey Centre,,,,,,,,,,,
388,US,USA,Kentucky,road,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Nassau County,,,,,,,,,,,,,,,,,,,,,,,,,,30.692808,-81.93706,,,,,,,,,,,,,32046,,,,,,,,,,Kentucky,residential,,,Florida,FL,,,,,,,,,,,,,,Hilliard,
389,US,USA,Kentucky,road,,,,,,,,,,,,,,,,,,Orlando,,,,,North America,,USA,us,Orange County,,,,,,,,,,,,,,,,,,,,,,,,,,28.5102239,-81.3968825,,,,,,,,,,,,,32839,,,,,,,,,,South Orange Blossom Trail,primary,,,Florida,FL,,,,,,,,,,,,,,,
390,NO,NOR,Kongsberg,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.5945501,9.6708601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,NO,NOR,Kongsberg,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.6693196,9.6515097,,,,,,,,,,,,,3613,,,,,,,,,,,,,,,,,,,,,,,Kongsberg,,,,,,,
392,US,USA,Kongsberg,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,McHenry County,,,,,,,,,,,,,,,,Kongsberg,,,,,,,,,,47.8513927,-100.8012554,,,,,,,,,,,,,,,,,,,,,,,,,,,North Dakota,ND,,,,,,,,,,,,,,,
393,SE,SWE,Kongsberg,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Uppsala,,,,,,,,,,,,,,,,,,,,,,,,,,59.8751833,18.048078,,,,,,,,,,,,European Union,74010,,,,,,,,,,,,,,Uppsala County,,Sveriges Landskap,,,Kongsberg,,,,,,,,,,Almunge,
394,NO,NOR,Kongsberg,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,,,,,,,,,,,,,,,,,,,,,59.0465556,8.1100444,,Kongsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,NO,NOR,Kongsberg,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,Kongsberg,,,,,,,,,,Ek,,,,,,,,,,59.2796685,10.8583122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,NO,NOR,Kongsberg,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,Kongsberg,,,,,,,,,,,,,,,,,,,,59.6614583,11.3356667,,,,,,,,,,,,,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skjønhaug,
397,NO,NOR,Kongsberg,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,Kongsberg,,,,,,,,,,Ek,,,,,,,,,,59.2757556,10.8624222,,,,,,,,,,,,,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,NO,NOR,Kongsberg,road,,,,,,,,,,,,,,,,,,Skavanger,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.6717428,9.638797,,,,,,,,,,,,,3617,,,,,,,,,,Kongsberg,primary,,,,,,,,Knoffemyr,,,,,,,,,,,
399,GB,GBR,Kongsberg,building,,,,,,,,,,,,Kongsberg,,,,,,Wakefield,,,Normanton Industrial Estate,,Europe,,United Kingdom,gb,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7050874,-1.3916128,,,,,,,,,,,,European Union,WF6 1TN,,,,,,,,,,Foxbridge Way,,,,England,ENG,Yorkshire and the Humber,,,Featherstone,,,,,,,,,,,
400,NO,NOR,Kristiansund,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Møre og Romsdal,,,,,,,,,,,,,,,,,,,,,,,,,,63.2168194,7.545259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,NO,NOR,Kristiansund,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Møre og Romsdal,,,,,,,,,,,,,,,,,,,,,,,,,,63.1150646,7.7332899,,,,,,,,,,,,,6509,,,,,,,,,,,,,,,,,,,,,,,Kristiansund,,,,,,,
402,NO,NOR,Kristiansund,artwork,,,,,,KRISTIANSUND,,,,,,,,,,,,,,,,,Europe,,Norway,no,Møre og Romsdal,,,,,,,,,,,,,,,,,,,,,,,,,,63.1125386,7.7483609,,,,,,Grautbyen,,,,,,,6516,,,,,,,,,,Bjørnehaugsveien,,,,,,,,,Nordlandet,,,,Kristiansund,,,,,,,
403,NO,NOR,Kristiansund,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Møre og Romsdal,,,,,,,,,Kristiansund,,Fisktrappa,,,,,,,,,,,,,,,63.1114795,7.7336551,,,,,,Plysjbyen,,,,,,,6509,,,,,,,,,,,,,,,,,,,Innlandet,,,,Kristiansund,,,,,,,
404,NO,NOR,Kristiansund,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Møre og Romsdal,,,,,,,,,Kristiansund,,,,,,,,,,,,,,,,,63.1147963,7.7368052,,,,,,Stortua,,,,,,,6509,,,,,,,,,,Astrups gate,,,,,,,,,Innlandet,,,,Kristiansund,,,,,,,
405,NO,NOR,Kystby,building,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hordaland,,,,,,,,,,,,,,,,Søre Bildøy,,,,,22,,,,,60.3586666,5.1277872,,,,,,Arefjord,,,,,,,5353,,,,,,,,,,Grønamyrvegen,,,,,,,,,Straume,,,,,,,,Crossfit kystby,,,
406,DK,DNK,København,city,,,,,,,,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,55.6867243,12.5700724,,,,,,,,,,,,European Union,1357,,,,,,,,,,,,,,Capital Region of Denmark,,,,,,,,,,,,,,,,
407,DK,DNK,København,information,,,,,,,,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,,,,,,,,,,,,,København,,,55.6311617,12.5748147,,,,,,,,,,,,European Union,2399,,,,,,,,,,Arne Jacobsens Allé,,,,Capital Region of Denmark,,,,,Enghave Brygge,,,,,,,,,,,
408,SE,SWE,København,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Laholm,,,,,,,,,,,,,,,,Börkered,,,,,,,,,,56.3789146,13.1026682,,,,,,,,,,,,European Union,,,,,,,,,,,N 505,,,,Halland County,,,,,Truedsfällan,,,,,,,,København,,,
409,NO,NOR,Larvik,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.0967308,10.02193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,NO,NOR,Larvik,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.053173,10.027182,,,,,,,,,,,,,3256,,,,,,,,,,,,,,,,,,,,,,,Larvik,,,,,,,
411,NL,NLD,Larvik,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6651966,4.5411631,,,,,,,,,,,,European Union,4791DD,,,,,,,,,,Larvik,residential,,,North Brabant,,,,,Klundert,,,,,,,,,,Moerdijk,
412,DE,DEU,Larvik,clothes,,,,,,,,,,,,,,,,,,Dresden,Altstadt,Larvik,,,Europe,,Germany,de,,,,,,,,,,,,,,,,,,,,,,28,,,,,51.0440684,13.7364384,,,,,,Seevorstadt-Ost/Großer Garten,,,,,,European Union,01069,,,,,,,,,,St. Petersburger Straße,,,,Saxony,,,,,Seevorstadt,,,,,,,,,,,
413,NO,NOR,Larvik,station,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.0501491,10.0313875,,,,,,Batteritomta,,,,,,,3256,,,,,,,,,,Storgata,,,,,,,Larvik,,Sanden,,,,Larvik,,,,,,,
414,NO,NOR,Larvik,railway,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.0499113,10.0315909,,,,,,Batteritomta,,,,,,,3256,,,Larvik,,,,,,,Strandpromenaden,,,,,,,,,Sanden,,,,Larvik,,,,,,,
415,NO,NOR,Larvik,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,Larvik,,,,,,,,,,,,,,,,,59.0416058,10.0447658,,,,,,Revet,,,,,,,3263,,,,,,,,,,400,,,,,,,,,Torstrand,,,,Larvik,,,,,,,
416,NO,NOR,Levanger,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.6964518,11.2238804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,NO,NOR,Levanger,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.7462033,11.2998629,,,,,,,,,,,,,7600,,,,,,,,,,,,,,,,,,,,,,,Levanger,,,,,,,
418,NO,NOR,Levanger,railway,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.7447218,11.3006857,,,,,,,,,,,,,7600,,,Levanger,,,,,,,Sverres gate,,,,,,,,,Momarka,,,,Levanger,,,,,,,
419,NL,NLD,Levanger,road,,,,,,,,,,,,,,,,,,Vijfheerenlanden,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8890013,5.099548,,,,,,Leerdam-Oost,,,,,,European Union,4141MV,,,,,,,,,,Levanger,,,,Utrecht,UT,,,,Leerdam,,,,,,,,,,,
420,ME,MNE,Levanger,restaurant,,,,,,,,,,,,,,,,,,,,,,,Europe,,Montenegro,me,Herceg Novi Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,42.4588391,18.5154893,,,,,,Gomila,,,Nikole Kovačevića,,,,85347,,,,,,,Levanger,,,,,,,,,,,,,,,,,,,,,,Igalo,
421,NO,NOR,Lillehammer,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,61.1333408,10.4265855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,NO,NOR,Lillehammer,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,61.1145379,10.4671034,,,,,,,,,,,,,2609,,,,,,,,,,,,,,,,,,,,,,,Lillehammer,,,,,,,
423,NO,NOR,Lillehammer,railway,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,61.1142507,10.4612694,,,,,,Busmoen,,,,,,,2615,,,Lillehammer,,,,,,,Jernbanetorget,,,,,,,,,,,,,Lillehammer,,,,,,,
424,NL,NLD,Lillehammer,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6650611,4.5400823,,,,,,,,,,,,European Union,4791DC,,,,,,,,,,Lillehammer,residential,,,North Brabant,,,,,Klundert,,,,,,,,,,Moerdijk,
425,US,USA,Lillehammer,building,,,,,,,,,,,,Lillehammer,,,,,,Seattle,,,,,North America,,USA,us,King County,,,,,,,,,,,,,,,,,,,,,,,,,,47.680253,-122.3764304,,,,,,,,,,,,,98117,,,,,,,,,,15th Avenue Northwest,,,,Washington,WA,,,,Ballard,,,,,,,,,,,
426,FR,FRA,Lillehammer,building,,,,,,,,,,,,Lillehammer,,,,,,,,,,,Europe,,France,fr,Le Mans,,,,,,,,,,,,,,,,,,,,,252,,,,,48.0795845,0.2921582,,,,,,,,,,,,European Union,72460,,,,,,,,,,Chemin de la Mahotière,,,,Pays de la Loire,PDL,Sarthe,,,Picangraigne,,,,,,,,,,Savigné-l'Évêque,
427,NO,NOR,Lillehammer,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,Lillehammer,,,,,,,,,,,,,,,,,61.1027647,10.4432575,,,,,,Busmoen,,,,,,,2615,,,,,,,,,,Strandgata,,,,,,,,,,,,,Lillehammer,,,,,,,
428,NO,NOR,Lillesand,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,East Agder,,,,,,,,,,,,,,,,,,,,,,,,,,58.1161123,8.4403257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,NO,NOR,Lillesand,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,East Agder,,,,,,,,,,,,,,,,,,,,,,,,,,58.2479943,8.3775716,,,,,,,,,,,,,4790,,,,,,,,,,,,,,,,,,,,,,,Lillesand,,,,,,,
430,SE,SWE,Lillesand,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Färgelanda,,,,,,,,,,,,,,,,,,,,,,,,,,58.5911618,12.0913528,,,,,,,,,,,,European Union,45894,,,,,,,,,,,,,,Västra Götaland County,,,,,Lillesand,,,,,,,,,,Stigen,
431,NO,NOR,Lillesand,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,,,,,,,,,,,Heimdal,,,,,,,,,,59.007475,8.5874305,,Lillesand,,,,,,,,,,,3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,NO,NOR,Lillesand,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,58.9634389,9.8536667,,,,,,,,,,,,,3296,,,,,,,,,,,,,,,,,,,Lillesand,,,,,,,,,,Nevlunghavn,
433,NO,NOR,Lillesand,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.0242,11.0339414,,,,,,,,,,,,,1680,,,,,,,,,,Lillesand,residential,,,,,,,,Nygård,,,,,,,,,,Skjærhalden,
434,NO,NOR,Lillesand,beach,,,,,,,,,,,Lillesand,,,,,,,,,,,,Europe,,Norway,no,East Agder,,,,,,,,,,,,,,,,Randviga,,,,,,,,,,58.3768287,8.6959983,,,,,,Haugenes,Skauveien,,,,,,4870,,,,,,,,,,,,,,,,,,,Lysthaven,,,,,,,,,,,
435,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,Utrecht,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0614577,5.1311668,,,,,,Hoograven,,,,,,European Union,3524EN,,,,,,,,,,Lofoten,residential,,,Utrecht,UT,,,,Utrecht,,,,,,,,,,,
436,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,Utrecht,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0605293,5.1306465,,,,,,Hoograven,,,,,,European Union,3524EP,,,,,,,,,,Lofoten,living_street,,,Utrecht,UT,,,,Utrecht,,,,,,,,,,,
437,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,Utrecht,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0602539,5.1303943,,,,,,Hoograven,,,,,,European Union,3524EZ,,,,,,,,,,Lofoten,living_street,,,Utrecht,UT,,,,Utrecht,,,,,,,,,,,
438,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,Amersfoort,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1893764,5.4201888,,,,,,,,,,,,European Union,3825ZD,,,,,,Vathorst,,,,Lofoten,residential,,,Utrecht,UT,,,,Amersfoort,,,,,,,,,,,
439,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,Zoetermeer,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.05348,4.5453639,,,,,,,,,,,,European Union,2721JE,,,,,,,,,,Lofoten,residential,,,South Holland,,,,,Zoetermeer,,,,,,,,,,,
440,DK,DNK,Lofoten,road,,,,,,,,,,,,,,,,,,Aarhus,,,,,Europe,,Denmark,dk,Aarhus Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,56.1766728,10.1927024,,,,,,,,,,,,European Union,8200,,,,,,,,,,Lofoten,residential,,,Central Denmark Region,,,,,Christiansbjerg,,,,,,,,,,,
441,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9314126,4.6084929,,,,,,,,,,,,European Union,2904VH,,,,,,,,,,Lofoten,living_street,,,South Holland,,,,,Capelle aan den IJssel,,,,Capelle aan den IJssel,,,,,,,
442,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9317185,4.6095999,,,,,,,,,,,,European Union,2904VM,,,,,,,,,,Lofoten,living_street,,,South Holland,,,,,Capelle aan den IJssel,,,,Capelle aan den IJssel,,,,,,,
443,NL,NLD,Lofoten,road,,,,,,,,,,,,,,,,,,Noordoostpolder,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7150553,5.7349752,,,,,,Rivierenbuurt,,,,,,European Union,8303NA,,,,,,,,,,Lofoten,residential,,,Flevoland,FL,,,,Emmeloord,,,,,,,,,,,
444,NO,NOR,Lofoten,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vågan,,,,,,,,,,,,,,,,,,,,,,,,Lofoten,,68.47111,13.86361,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordland,,,,,,,,,,,,,,,,
445,IT,ITA,Marken,state,,,,,,,,,,,,,,,,,,,,,,,Europe,,Italy,it,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3458388,13.1415872,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Marche,MAR,,,,,,,,,,,,,,,
446,NL,NLD,Marken,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4578746,5.1068263,,,,,,,,,,,,European Union,1156,,,,,,,,,,,,,,North Holland,,,,,,,,,,,,,,,Marken,
447,NO,NOR,Marken,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,Marken,,,,,,,,,,66.907883,13.7102478,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,FI,FIN,Marken,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Finland,fi,Jakobstadsregionen,,,,,,,,,,,,,,,,Marken,,,,,,,,,,63.4449249,22.8560693,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Western Finland,,Western and Central Finland,,,,,,,,,,,,,,
449,FR,FRA,Marken,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,France,fr,Molsheim,,,,,,,,,,,,,,,,,,,,,,,,,,48.5919586,7.4488699,,Marken,,,,,,,,,,European Union,67310,,,,,,,,,,,,,,Grand Est,GES,Bas-Rhin,,,,,,,,,,,,,Traenheim,
450,NL,NLD,Marken,neighbourhood,,,,,,,,,,,,,,,,,,Waterland,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44161,5.1207326,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,North Holland,,,,,Marken,,,,,,,,,,,
451,SE,SWE,Marken,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Vetlanda,,,,,,,,,,,,,,,,Ljungaryd,,,,,,,,,,57.4133523,14.9862231,,Marken,,,,,,,,,,European Union,57013,,,,,,,,,,,,,,Jönköping County,,,,,,,,,,,,,,,,
452,SE,SWE,Marken,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Säter,,,,,,,,,,,,,,,,Lomtorpet,,,,,,,,,,60.3426437,15.6336073,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Dalecarlia,,,,,Marken,,,,,,,,,,,
453,SE,SWE,Marken,village,,,,,,,,,,,,,,,,,,,Sävsjö distrikt,,,,Europe,,Sweden,se,Sävsjö,,,,,,,,,,,,,,,,Mossaryd,,,,,,,,,,57.3953903,14.5490168,,Marken,,,,,,,,,,European Union,,,,,,,,,,,,,,,Jönköping County,,,,,,,,,,,,,,,,
454,ZA,ZAF,Marken,neighbourhood,,,,,,,,,,,,,,,,,,Mogalakwena Local Municipality,,,,,Africa,,RSA,za,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.5888889,28.3852778,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,LP,,,,Marken,,,,,,,,,,,
455,MX,MEX,Mexico,city,,,,,,,,,,,,,,,,,,Mexico City,,,,,North America,,Mexico,mx,Cuauhtémoc,,,,,,,,,,,,,,,,,,,,,,,,,,19.4326009,-99.1333416,,,,,,,,,,,,,06060,,,,,,,,,,,,,,Mexico City,,,,,,,,,,,,,,,,
456,MX,MEX,Mexico,country,,,,,,,,,,,,,,,,,,,,,,,North America,,Mexico,mx,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5000485,-100.0000375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,MX,MEX,Mexico,state,,,,,,,,,,,,,,,,,,,,,,,North America,,Mexico,mx,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4839446,-99.6899716,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,
458,US,USA,Mexico,city,,,,,,,,,,,,,,,,,,Mexico,,,,,North America,,USA,us,Audrain County,,,,,,,,,,,,,,,,,,,,,,,,,,39.1697626,-91.8829484,,,,,,,,,,,,,65265,,,,,,,,,,,,,,Missouri,MO,,,,,,,,,,,,,,,
459,US,USA,Mexico,city,,,,,,,,,,,,,,,,,,Mexico,,,,,North America,,USA,us,Oswego County,,,,,,,,,,,,,,,,,,,,,,,,,,43.459514,-76.228818,,,,,,,,,,,,,13114,,,,,,,,,,,,,,New York,NY,,,,,,,,,,,,,,,
460,US,USA,Mexico,city,,,,,,,,,,,,,,,,,,Mexico,,,,,North America,,USA,us,Oxford County,,,,,,,,,,,,,,,,,,,,,,,,,,44.56112,-70.545959,,,,,,,,,,,,,,,,,,,,,,,,,,,Maine,ME,,,,,,,,,,,,,,,
461,PH,PHL,Mexico,city,,,,,,,,,,,,,,,,,,,,,,,Asia,,Philippines,ph,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0643509,120.720544,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Pampanga,,,,,,,,,Mexico,,,,,,,
462,US,USA,Mexico,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Allegany County,,,,,,,,,,,,,,,,Mexico,,,,,,,,,,39.6036999,-78.7427956,,,,,,,,,,,,,26767,,,,,,,,,,,,,,Maryland,MD,,,,,,,,,,,,,,,
463,US,USA,Mexico,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,York County,,,,,,,,,,,,,,,,Mexico,,,,,,,,,,34.9379234,-81.0048005,,,,,,,,,,,,,29731,,,,,,,,,,,,,,South Carolina,SC,,,,,,,,,,,,,,,
464,AT,AUT,Mexico,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Austria,at,Bezirk Gmünd,,,,,,,,,,,,,,,,Mexico,,,,,,,,,,48.8402465,15.0448654,,,,,,,,,,,,European Union,3872,,,,,,,,,,,,,,Lower Austria,,,,,,,,,,,,,,,,
465,US,USA,Minesota,state,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9896587,-94.6113288,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,MN,,,,,,,,,,,,,,,
466,BR,BRA,Minesota,neighbourhood,,,,,,,,,,,,,,,,,,Sumaré,AR3 - Matão,,,,South America,,Brazil,br,Região Imediata de Campinas,,,,,,,,,,,,,,,,,,,,,,,,,,-22.8147401,-47.1760678,,,,,,Minesota,,,,,,,13179-180,,,,,,,,,,,,,,São Paulo,SP,Região Intermediária de Campinas,,,Loteamento Jardim Minessota,,,,,,,,,,,
467,MX,MEX,Minesota,road,,,,,,,,,,,,,,,,,,San Nicolás de los Garza,,,,,North America,,Mexico,mx,San Nicolás de los Garza,,,,,,,,,,,,,,,,,,,,,,,,,,25.7458952,-100.2815234,,,,,,,,,,,,,66460,,,,,,Rincon de las Puentes,,,,Minesota,residential,,,Nuevo León,NLE,,,,,,,,,,,,,,,
468,CU,CUB,Minesota,city,,,,,,,,,,,,,,,,,,,,,,,North America,,Cuba,cu,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,-80.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,Matanzas,,,,,,,,,La Majagua,,,,,,,
469,US,USA,Minneapolis,city,,,,,,,,,,,,,,,,,,Minneapolis,,,,,North America,,USA,us,Hennepin County,,,,,,,,,,,,,,,,,,,,,,,,,,44.9706705,-93.2682241,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,MN,,,,,,,,,,,,,,,
470,US,USA,Minneapolis,city,,,,,,,,,,,,,,,,,,Minneapolis,,,,,North America,,USA,us,Hennepin County,,,,,,,,,,,,,,,,,,,,,,,,,,44.9772995,-93.2654692,,,,,,,,,,,,,55415:55454,,,,,,,,,,,,,,Minnesota,MN,,,,,,,,,,,,,,,
